LocationID,zone_latitude,zone_longitude
53,40.780911658515755,-73.84281297899702
54,40.68720061705318,-74.00291135102258
55,40.576961310705336,-73.98794360684474
56,40.741406719488175,-73.85884527575628
57,40.751819339588245,-73.8535815482027
58,40.84145193921358,-73.8203932847595
59,40.83855027505839,-73.89498592772226
60,40.83399041103506,-73.88590027069773
61,40.674469714192334,-73.93928693565553
62,40.666540670529315,-73.94878830363868
63,40.68383988904548,-73.87817285854474
64,40.760614500455986,-73.73933650195845
65,40.69533747220738,-73.98608592282788
66,40.70225894512564,-73.98570157061832
67,40.6196189778478,-74.01380228070624
68,40.7484273300986,-73.99991779023728
69,40.83141625187568,-73.91503006977001
70,40.76335208099607,-73.86839538867875
71,40.6442876673477,-73.93796619973367
72,40.652364445415,-73.92225101477305
73,40.75410890581649,-73.80729410936029
74,40.80116912880846,-73.9373456595586
75,40.79001067629398,-73.94575022751276
76,40.660934157913516,-73.87682021500527
77,40.666558715822845,-73.89536390861545
78,40.84496040702046,-73.88552154399945
79,40.727620122038296,-73.98593745737395
80,40.71536964922733,-73.9367935879161
81,40.880935114970065,-73.83664438963196
82,40.73949534354323,-73.8771183310234
83,40.73832393052052,-73.89217342295797
84,40.528685582160755,-74.18767927741463
85,40.64611615465671,-73.95162326816249
86,40.60243266654381,-73.75524330826842
87,40.706808425516016,-74.00749595416085
88,40.70335788054845,-74.0115150281245
89,40.63789963509721,-73.96096805763649
90,40.742278583312206,-73.99697147759031
91,40.62627246088452,-73.93009718315575
92,40.7611014398131,-73.82885854846761
93,40.74067383007372,-73.84086521275654
94,40.858155189262895,-73.89953594476775
95,40.72143156737173,-73.84766908657137
96,40.697001507866105,-73.8715612898338
97,40.690786583767746,-73.9748820144768
98,40.73446263709749,-73.77725343413134
99,40.57677255023222,-74.18642081572338
100,40.75351274051303,-73.98878660966813
101,40.74599312386359,-73.7110254285456
102,40.7035460869547,-73.87573702732386
103,40.68986010346147,-74.04528828347375
104,40.69876867282886,-74.04077078511479
105,40.68878421555262,-74.01907288309684
106,40.67351267831398,-73.99064755008082
107,40.73682398302768,-73.98405214924436
108,40.58840360836442,-73.9814314279712
109,40.55186202510041,-74.15089028926955
110,40.54577972821088,-74.12834311100727
111,40.65213720698318,-73.9902343725197
112,40.72950616875672,-73.94954001249944
113,40.732579026253674,-73.9943047162786
114,40.72834036831643,-73.9973801630823
115,40.61797101224406,-74.0878388464394
116,40.82701260635661,-73.94852183123933
117,40.59405915427385,-73.78962334973271
118,40.58655482658561,-74.13298451453818
119,40.837826783716714,-73.92615757846964
120,40.8466669452917,-73.9301832301702
121,40.72833291964906,-73.80244388409426
122,40.71063914369108,-73.76113689765596
123,40.59995386265359,-73.96433354731992
124,40.6582475138648,-73.8449181204672
125,40.72629040399525,-74.0074858070925
126,40.81207420841891,-73.8855370337455
127,40.866074893138844,-73.9193084235328
128,40.872378832666904,-73.92436989163414
129,40.75731177578825,-73.88531729044865
130,40.70436904839545,-73.79398113023713
131,40.72065547306544,-73.77610108565929
132,40.64698510024821,-73.78652986349012
133,40.640589941044496,-73.97619875860275
134,40.70805097274517,-73.82871239790782
135,40.72837725250497,-73.82119497835454
136,40.86526406538747,-73.90591127838628
137,40.74043892115907,-73.97649469938301
138,40.774375816732636,-73.873628438902
139,40.67709753140416,-73.7442347963469
140,40.76548395144242,-73.9547390603464
141,40.76694805479654,-73.95963501136171
142,40.773633196128905,-73.98153235360773
143,40.775965147319646,-73.9876456908124
144,40.72088884086805,-73.99691858884708
145,40.74537934472369,-73.94889156149159
146,40.75424253686729,-73.93482891700025
147,40.81967568059164,-73.89895654395085
148,40.718938301131104,-73.99089636602756
149,40.6049134658026,-73.94813561950728
150,40.58047335130059,-73.94362868028261
151,40.79796198028393,-73.96816820440951
152,40.81797510016546,-73.95378220824486
153,40.875967791801536,-73.91037864632285
154,40.59357106687244,-73.90259516689072
155,40.61459130879868,-73.91527729481503
156,40.63130767438205,-74.16723425044069
157,40.72399485039648,-73.90233075376986
158,40.7350351831651,-74.00898419902498
159,40.81825981956973,-73.91284931725946
160,40.71833678461975,-73.88005123769709
161,40.758027981780664,-73.97769803041939
162,40.756687537617346,-73.97235615813489
163,40.7644214387746,-73.97756856896713
164,40.74857453693654,-73.98515644835915
165,40.620923828653744,-73.95682439069601
166,40.80945681703888,-73.96176369363279
167,40.82751259617852,-73.90235207986518
168,40.80734711638027,-73.91682152685682
169,40.849058285066626,-73.90512246226346
170,40.74774573203895,-73.97849158432054
171,40.76835161995764,-73.80954532050765
172,40.57176876885639,-74.10501884907058
173,40.75257918636062,-73.86303757637424
174,40.87713740796544,-73.87902219325525
175,40.74267113545859,-73.75462177515529
176,40.56199406259295,-74.12258304710812
177,40.676643979648,-73.91363232497895
178,40.617314684335554,-73.97032564615044
179,40.77157021384615,-73.92833298669993
180,40.675595010201214,-73.84704288454616
181,40.670373980768005,-73.98141430754676
182,40.837748625040106,-73.85798693850145
183,40.849172484756885,-73.83158183808297
184,40.86827511264962,-73.80785826289252
185,40.85440494014381,-73.85439389980314
186,40.74849716576957,-73.99243754419264
187,40.62816593004213,-74.14078866147455
188,40.65874469984108,-73.94744186388097
189,40.67763534192634,-73.96758665136912
190,40.661621710598034,-73.9689138001589
191,40.71545380257635,-73.74153154913715
192,40.74375187633024,-73.81522924223742
193,40.76031345682181,-73.941997345654
194,40.79100048638123,-73.92459671825748
195,40.675548647019355,-74.00917842826674
196,40.72615524559957,-73.86333836633429
197,40.6945423878432,-73.83092432071815
198,40.70652682085338,-73.9017091770337
199,40.791132912174135,-73.88265799878711
200,40.89952838046226,-73.90698753009411
201,40.57798298905335,-73.84345437593673
202,40.761899335777855,-73.94995272044949
203,40.6578524002613,-73.73947394708196
204,40.540333107919224,-74.20782577848769
205,40.69120081596648,-73.76314608999355
206,40.6389731051429,-74.10231443709439
207,40.76398556081556,-73.89935257380462
208,40.82331779920538,-73.82353890836147
209,40.70907271927832,-74.00366448904686
210,40.59202360691843,-73.94050725344536
211,40.723888072060404,-74.00153759512791
212,40.82790234607947,-73.86967998064887
213,40.817858732890684,-73.8581349352209
214,40.586786351126605,-74.08551242969601
215,40.69442751519797,-73.79096478957263
216,40.67615367273836,-73.8194594633455
217,40.70391646835313,-73.95859683039497
218,40.67208987326582,-73.77303557005415
219,40.6621855181538,-73.7645050464996
220,40.882403144304526,-73.91066491034807
221,40.61876814401099,-74.07370335971028
222,40.64752693460751,-73.88241274352464
223,40.77742668296697,-73.9054073938334
224,40.73182059189006,-73.97659759721292
225,40.68816808255134,-73.93188776883784
226,40.73769793411764,-73.92467277449282
227,40.64188612045834,-74.00465260064145
228,40.65235415076564,-74.0112729089247
229,40.75672890813223,-73.96514581878095
230,40.759817566309465,-73.98419655675737
231,40.717772624799224,-74.0078796687525
232,40.71473247007343,-73.98302469110321
233,40.74991400028384,-73.97044261148469
234,40.74033737258096,-73.9904579133977
235,40.85252096967172,-73.91597580806709
236,40.78043629001211,-73.95701192571859
237,40.76861505664575,-73.96563472764679
238,40.79170489453925,-73.9730488247599
239,40.78396140232239,-73.97863191501314
240,40.89459870941774,-73.88197740171728
241,40.876512149833516,-73.89562019423215
242,40.846783165013896,-73.85067120117776
243,40.857108002782724,-73.93283170504228
244,40.84170843286747,-73.94139929841424
245,40.630049214870475,-74.10286021352394
246,40.75330875946255,-74.00401551098165
247,40.82898744957318,-73.9244099256833
248,40.834165310932306,-73.87228957125745
249,40.73457589628757,-74.00287502314927
250,40.83210137235689,-73.84864087551631
251,40.61688017760985,-74.12534780784381
252,40.78819313151885,-73.81565687221273
253,40.76063069299949,-73.84124397042739
254,40.882156652347604,-73.85894862514452
255,40.71880389196212,-73.95741813772918
256,40.710880017563596,-73.95990457422253
257,40.65361164157177,-73.97798212852373
258,40.68872119747495,-73.85576671853391
259,40.89793210648794,-73.85221512421664
260,40.74423361478699,-73.90630719190789
261,40.709138876288186,-74.01302283778836
262,40.77593230221761,-73.94651047848446
263,40.77876573980772,-73.9510100659439
